,Date,Total_BTC,MarketCap,TR_24h,TR_Avg_h,BTC_Sent_24h,BTC_Sent_Avg_h,BTC_Count,Blocks_24h,Blocks_Avg_h,Difficulty,Next_Difficulty,Hashrate_Tera,Hashrate_Peta,MarketID
0,2013-08-26,11608775,1406983298,53292.0,2220.5,641072.88,26711.37,254350,165,6.88,65750060,68498336,490.33,6227.19,14
1,2013-08-27,11612775,1504095211,57316.0,2388.17,882731.69,36780.49,254510,171,7.13,65750060,70053502,501.46,6368.57,14
2,2013-08-28,11617025,1342254303,66380.0,2765.83,831597.17,34649.88,254680,170,7.08,65750060,70879556,507.38,6443.67,14
3,2013-08-29,11621875,1381724719,61617.0,2567.38,2694076.29,112253.18,254874,194,8.08,65750060,72700400,520.41,6609.2,14
4,2013-08-30,11626775,1391724968,60440.0,2518.33,684111.74,28504.66,255070,196,8.17,65750060,75286537,538.92,6844.31,14
5,2013-08-31,11632150,1508573534,53883.0,2245.13,789921.89,32913.41,255285,215,8.96,65750060,78431661,561.44,7130.23,14
6,2013-09-01,11637700,1687466500,46290.0,1928.75,1092653.67,45527.24,255507,222,9.25,65750060,81658228,584.53,7423.56,14
7,2013-09-02,11643525,1526116822,49069.0,2044.54,624929.97,26038.75,255740,233,9.71,65750060,84363145,603.89,7669.47,14
8,2013-09-03,11647975,1696088547,50796.0,2116.5,983730.92,40988.79,255918,178,7.42,65750060,85473739,611.84,7770.43,14
9,2013-09-04,11652675,1414634745,52281.0,2178.38,868735.93,36197.33,256106,188,7.83,86933018,88094346,630.6,8008.67,14
10,2013-09-05,11656725,1454759280,58379.0,2432.46,879737.57,36655.73,256268,162,6.75,86933018,90544632,648.14,8231.43,14
11,2013-09-06,11661550,1534426749,64116.0,2671.5,845941.17,35247.55,256461,193,8.04,86933018,94587587,677.08,8598.97,14
12,2013-09-07,11665450,1374073356,53405.0,2225.21,692350.04,28847.92,256617,156,6.5,86933018,96160124,688.34,8741.93,14
13,2013-09-08,11669225,1475682959,47549.0,1981.21,436833.11,18201.38,256768,151,6.29,86933018,96990613,694.29,8817.43,14
14,2013-09-09,11674025,1568405375,50778.0,2115.75,486337.05,20264.04,256960,192,8.0,86933018,99804941,714.43,9073.28,14
15,2013-09-10,11678725,1412985580,56997.0,2374.88,1075269.17,44802.88,257148,188,7.83,86933018,101458738,726.27,9223.63,14
16,2013-09-11,11683600,1602990154,49939.0,2080.79,821621.96,34234.25,257343,195,8.13,86933018,103077235,737.86,9370.77,14
17,2013-09-12,11688900,1637965557,51876.0,2161.5,670617.79,27942.41,257555,212,8.83,86933018,105522280,755.36,9593.05,14
18,2013-09-13,11694075,1453058983,47828.0,1992.83,716968.17,29873.67,257762,207,8.63,86933018,107221491,767.52,9747.52,14
19,2013-09-14,11699450,1453071690,46791.0,1949.63,637098.93,26545.79,257977,215,8.96,86933018,111728444,799.78,10157.25,14
20,2013-09-15,11704250,1474735500,46647.0,1943.63,415623.73,17317.66,258169,192,8.0,112628549,116116704,831.2,10556.19,14
21,2013-09-16,11708625,1622112908,51832.0,2159.67,566765.73,23615.24,258344,175,7.29,112628549,118865893,850.88,10806.12,14
22,2013-09-17,11712925,1455389496,64595.0,2691.46,683906.59,28496.11,258516,172,7.17,112628549,121022360,866.31,11002.16,14
23,2013-09-18,11716575,1463177603,63835.0,2659.79,758502.8,31604.28,258662,146,6.08,112628549,122839164,879.32,11167.33,14
24,2013-09-19,11721525,1453586315,58374.0,2432.25,789952.81,32914.7,258860,198,8.25,112628549,128867669,922.47,11715.38,14
25,2013-09-20,11726100,1421895160,59460.0,2477.5,799801.15,33325.05,259043,183,7.63,112628549,131103455,938.48,11918.63,14
26,2013-09-21,11730725,1428333076,54891.0,2287.13,552900.48,23037.52,259228,185,7.71,112628549,133592873,956.3,12144.95,14
27,2013-09-22,11735975,1423256896,51682.0,2153.42,449042.35,18710.1,259438,210,8.75,112628549,137754243,986.08,12523.26,14
28,2013-09-23,11741650,1425365860,59730.0,2488.75,651676.11,27153.17,259665,227,9.46,112628549,142426165,1019.53,12947.98,14
29,2013-09-24,11746700,1444726633,64237.0,2676.54,1203675.99,50153.17,259867,202,8.42,112628549,145917383,1044.52,13265.37,14
30,2013-09-25,11752050,1442998963,58257.0,2427.38,846632.58,35276.36,260081,214,8.92,148819200,149576042,1070.71,13597.98,14
31,2013-09-26,11756375,1463668688,54774.0,2282.25,745134.07,31047.25,260254,170,7.08,148819200,152380973,1090.79,13852.98,14
32,2013-09-27,11757600,1442810369,57056.0,2377.33,726215.1,30258.96,260303,162,6.75,148819200,153363745,1097.82,13942.32,14
33,2013-09-28,11764875,1451538513,44648.0,1860.33,623663.93,25986.0,260594,167,6.96,148819200,162140247,1160.65,14740.19,14
34,2013-09-29,11769175,1507042859,43061.0,1794.21,562972.82,23457.2,260766,173,7.21,148819200,166487141,1191.76,15135.37,14
35,2013-09-30,11773225,1448106675,40422.0,1684.25,639645.97,26651.92,260928,162,6.75,148819200,167736156,1200.7,15248.92,14
36,2013-10-01,11778200,1454478140,55529.0,2313.71,1043340.57,43472.52,261127,199,8.29,148819200,172461575,1234.53,15678.51,14
37,2013-10-02,11782625,1490502063,56709.0,2362.88,949745.16,39572.72,261304,165,6.88,148819200,175407958,1255.62,15946.36,14
38,2013-10-03,11787275,1485546850,62733.0,2613.88,1206945.6,50289.4,261490,209,8.71,148819200,180003260,1288.51,16364.12,14
39,2013-10-04,11792125,1610216673,56772.0,2365.5,849300.34,35387.51,261684,185,7.71,148819200,180809419,1294.28,16437.41,14
40,2013-10-05,11797250,1408827595,47629.0,1984.54,594288.21,24762.01,261889,205,8.54,148819200,185765101,1329.76,16887.93,14
41,2013-10-06,11802325,1588711322,45550.0,1897.92,414107.38,17254.47,262092,203,8.46,189281249,189508867,1356.56,17228.28,14
42,2013-10-07,11806400,1435304048,42004.0,1750.17,531356.79,22139.87,262255,158,6.58,189281249,192334089,1376.78,17485.12,14
43,2013-10-08,11810225,1440847450,43952.0,1831.33,749961.46,31248.39,262408,156,6.5,189281249,193935908,1388.25,17630.74,14
44,2013-10-09,11814750,1450142415,46013.0,1917.21,792370.39,33015.43,262589,181,7.54,189281249,199983210,1431.54,18180.5,14
45,2013-10-10,11819600,1477450000,58809.0,2450.38,897835.69,37409.82,262783,194,8.08,189281249,207474329,1485.16,18861.52,14
46,2013-10-11,11824075,1655371682,53556.0,2231.5,872735.79,36363.99,262962,179,7.46,189281249,213781359,1530.31,19434.89,14
47,2013-10-12,11828850,1506522336,48125.0,2005.21,661537.61,27564.07,263153,191,7.96,189281249,218249599,1562.29,19841.1,14
48,2013-10-13,11834600,1705484679,52746.0,2197.75,682164.88,28423.54,263383,230,9.58,189281249,229718335,1644.39,20883.73,14
49,2013-10-14,11840650,1794998848,53136.0,2214.0,890387.14,37099.46,263625,242,10.08,189281249,241101007,1725.87,21918.53,14
50,2013-10-15,11847050,1581581175,59969.0,2498.71,868169.19,36173.72,263881,257,10.71,189281249,255870066,1831.59,23261.18,14
51,2013-10-16,11853025,1659423500,53529.0,2230.38,1018486.63,42436.94,264120,239,9.96,267731249,267638131,1915.83,24331.02,14
52,2013-10-17,11857300,1824838589,44226.0,1842.75,944335.57,39347.32,264291,171,7.13,267731249,280787535,2009.96,25526.43,14
53,2013-10-18,11861525,1719921125,59505.0,2479.38,870725.44,36280.23,264460,169,7.04,267731249,291576446,2087.19,26507.26,14
54,2013-10-19,11867075,1886864925,53857.0,2244.04,1044724.83,43530.2,264682,222,9.25,267731249,310509006,2222.71,28228.42,14
55,2013-10-20,11872525,1870492569,51936.0,2164.0,748602.32,31191.76,264900,218,9.08,267731249,328544847,2351.82,29868.06,14
56,2013-10-21,11877375,2078540625,55520.0,2313.33,921604.05,38400.17,265094,194,8.08,267731249,341049555,2441.33,31004.86,14
57,2013-10-22,11883900,2181884040,63910.0,2662.92,1169487.95,48728.66,265355,245,10.21,267731249,360002245,2577.0,32727.85,14
58,2013-10-23,11886450,2269717628,34317.0,1429.88,668320.16,27846.67,265457,109,4.54,267731249,364626526,2610.1,33148.25,14
59,2013-10-24,11886450,2351734133,,,,,265457,0,0.0,267731249,364626526,2610.1,33148.25,14
60,2013-10-25,11900000,1935665900,59570.0,2482.08,2887350.98,120306.29,265999,229,9.54,267731249,384453437,2752.02,34950.72,14
61,2013-10-26,11905375,2044914832,51269.0,2136.21,743612.42,30983.85,266214,217,9.04,390928788,400899789,2869.75,36445.86,14
62,2013-10-27,11906050,2110942665,9983.0,415.96,104817.44,4367.39,266241,26,1.08,390928788,404417708,2894.93,36765.67,14
63,2013-10-28,11914225,2244639990,47351.0,1972.96,602565.24,25106.88,266568,178,7.42,390928788,430653030,3082.73,39150.73,14
64,2013-10-29,11918100,2313899115,51071.0,2127.96,1613226.03,67217.75,266723,155,6.46,390928788,432944385,3099.14,39359.04,14
65,2013-10-30,11922800,2348791600,47620.0,1984.17,743224.15,30967.67,266911,188,7.83,390928788,442669081,3168.75,40243.11,14
66,2013-10-31,11928025,2337034082,55774.0,2323.92,701682.64,29236.78,267120,208,8.67,390928788,462232382,3308.79,42021.61,14
67,2013-11-01,11932875,2365692469,49835.0,2076.46,649872.62,27078.03,267314,194,8.08,390928788,469766656,3362.72,42706.55,14
68,2013-11-02,11938475,2384686504,41369.0,1723.71,734956.36,30623.18,267538,216,9.0,390928788,488062296,3493.69,44369.81,14
69,2013-11-04,11947925,2759970675,39616.0,1650.67,711616.52,29650.69,267916,195,8.13,390928788,508043527,3636.72,46186.31,14
70,2013-11-05,11952525,2831541220,48731.0,2030.46,1110376.21,46265.68,268100,171,7.13,390928788,510715537,3655.84,46429.22,14
71,2013-11-06,11956525,2938913845,56433.0,2351.38,1070620.83,44609.2,268260,160,6.67,510929738,517427734,3703.89,47039.43,14
72,2013-11-07,11960400,3423664500,58065.0,2419.38,1012767.49,42198.65,268415,157,6.54,510929738,523265745,3745.68,47570.16,14
73,2013-11-08,11963900,3637025600,61334.0,2555.58,1192099.48,49670.81,268555,140,5.83,510929738,523392012,3746.59,47581.64,14
74,2013-11-09,11967300,4577492250,57912.0,2413.0,1039858.06,43327.42,268691,136,5.67,510929738,525179508,3759.38,47744.14,14
75,2013-11-10,11970550,3256588128,43322.0,1805.08,578267.63,24094.48,268821,128,5.33,510929738,532080130,3808.78,48371.48,14
76,2013-11-11,11976400,3665496984,52671.0,2194.63,765246.29,31885.26,269055,195,8.13,510929738,548925997,3929.37,49902.94,14
77,2013-11-12,11981150,4043027086,59174.0,2465.58,952176.81,39674.03,269245,190,7.92,510929738,559640072,4006.06,50876.96,14
78,2013-11-13,11985850,4986113600,62974.0,2623.92,1260410.65,52517.11,269433,188,7.83,510929738,566705434,4056.64,51519.27,14
79,2013-11-14,11989950,5275578000,68827.0,2867.79,1250121.03,52088.38,269597,164,6.83,510929738,570601881,4084.53,51873.5,14
80,2013-11-15,11994000,5156220600,63931.0,2663.79,1958160.32,81590.01,269759,162,6.75,510929738,572888192,4100.89,52081.35,14
81,2013-11-16,11999150,5040074969,52159.0,2173.29,1953625.17,81401.05,269965,200,8.33,510929738,587985546,4208.96,53453.85,14
82,2013-11-17,12003775,5485725175,46493.0,1937.21,1057766.94,44073.62,270150,195,8.13,609482680,605823674,4336.65,55075.52,14
83,2013-11-18,12007900,6695376890,67521.0,2813.38,1725177.17,71882.38,270315,162,6.75,609482680,615751655,4407.72,55978.07,14
84,2013-11-19,12011675,7110971658,93635.0,3901.46,2578526.51,107438.6,270466,151,6.29,609482680,628278666,4497.39,57116.9,14
85,2013-11-20,12015975,5947907625,80619.0,3359.13,1634920.65,68121.69,270638,172,7.17,609482680,653184028,4675.67,59381.05,14
86,2013-11-21,12019650,7392084750,71445.0,2976.88,1994590.85,83107.95,270785,144,6.0,609482680,658804935,4715.91,59892.05,14
87,2013-11-22,12024000,8348263200,75256.0,3135.67,2552591.85,106357.99,270959,163,6.79,609482680,665505986,4763.88,60501.24,14
88,2013-11-23,12027975,9008953275,78027.0,3251.13,2286795.81,95283.16,271118,173,7.21,609482680,668103844,4782.47,60737.41,14
89,2013-11-24,12032075,8810330502,60738.0,2530.75,1367089.44,56962.06,271282,164,6.83,609482680,668269618,4783.66,60752.49,14
90,2013-11-25,12036750,9818256608,70344.0,2931.0,1433075.97,59711.5,271469,175,7.29,609482680,678639340,4857.89,61695.2,14
91,2013-11-26,12040725,9789121466,79653.0,3318.88,3269966.74,136248.61,271628,168,7.0,609482680,684642681,4900.86,62240.96,14
92,2013-11-27,12044650,11056988700,87578.0,3649.08,3590446.65,149601.94,271785,157,6.54,609482680,693778251,4966.26,63071.48,14
93,2013-11-28,12049325,11808338500,104582.0,4357.58,3459555.69,144148.15,271972,187,7.79,609482680,700656712,5015.5,63696.8,14
94,2013-11-29,12053900,12114169500,89634.0,3734.75,3037234.01,126551.42,272155,183,7.63,609482680,704722396,5044.6,64066.41,14
95,2013-11-30,12057825,12540138000,84203.0,3508.46,1950677.33,81278.22,272312,157,6.54,707408283,713734387,5109.11,64885.69,14
96,2013-12-01,12062725,12062725000,66206.0,2758.58,1485170.13,61882.09,272508,194,8.08,707408283,739734319,5295.22,67249.35,14
97,2013-12-02,12067125,10836278250,75074.0,3128.08,1424423.86,59350.99,272684,176,7.33,707408283,755676782,5409.35,68698.68,14
98,2013-12-03,12072450,12102751850,76350.0,3181.25,1201056.11,50044.0,272897,192,8.0,707408283,781732469,5595.86,71067.41,14
99,2013-12-04,12076200,12583762686,79152.0,3298.0,1382681.71,57611.74,273047,180,7.5,707408283,793524423,5680.27,72139.42,14
100,2013-12-05,12080550,12926188500,87370.0,3640.42,1447095.57,60295.65,273221,173,7.21,707408283,805421159,5765.43,73220.95,14
101,2013-12-06,12085500,11142831000,70609.0,2942.04,1246085.43,51920.23,273419,200,8.33,707408283,828132225,5928.0,75285.62,14
102,2013-12-07,12090425,8838100675,77997.0,3249.88,2185370.94,91057.12,273616,197,8.21,707408283,851955394,6098.53,77451.39,14
103,2013-12-08,12095075,8806544937,49869.0,2077.88,1489346.57,62056.11,273802,180,7.5,707408283,874743834,6261.66,79523.09,14
104,2013-12-09,12099775,10772550801,56078.0,2336.58,1297621.49,54067.56,273990,198,8.25,707408283,889700644,6368.73,80882.81,14
105,2013-12-10,12105050,11076120750,67291.0,2803.79,882449.26,36768.72,274201,197,8.21,908350862,915460783,6553.12,83224.67,14
106,2013-12-11,12108825,10856167054,69389.0,2891.21,1070488.25,44603.68,274352,166,6.92,908350862,931884465,6670.69,84717.75,14
107,2013-12-12,12113075,10393018229,62236.0,2593.17,869125.6,36213.57,274522,168,7.0,908350862,941196819,6737.35,85564.34,14
108,2013-12-13,12117125,10927223083,57995.0,2416.46,1000695.78,41695.66,274684,165,6.88,908350862,954527169,6832.77,86776.2,14
109,2014-01-07,12228075,11983635781,62581.0,2607.54,856770.67,35698.78,279122,184,7.67,1418481395,1533476671,10977.05,139408.58,14
110,2014-01-08,12232775,10104259917,64325.0,2680.21,1186624.53,49442.69,279310,188,7.83,1418481395,1569820049,11237.21,142712.56,14
111,2014-01-09,12237700,9741086823,58322.0,2430.08,606142.04,25255.92,279507,190,7.92,1418481395,1622486284,11614.21,147500.46,14
112,2014-01-10,12242650,11219636904,55787.0,2324.46,589006.41,24541.93,279705,196,8.17,1418481395,1684500045,12058.12,153138.14,14
113,2014-01-13,12257300,9975861008,51639.0,2151.63,394546.17,16439.42,280291,202,8.42,1789546951,1825072046,13064.37,165917.56,14
114,2014-01-15,12266575,11640979675,61358.0,2556.58,731552.63,30481.36,280662,168,7.0,1789546951,1948676817,13949.17,177154.48,14
115,2014-01-16,12271675,11347063806,56230.0,2342.92,591449.73,24643.74,280866,200,8.33,1789546951,2002451788,14334.11,182043.17,14
116,2014-01-17,12275475,9740626239,59276.0,2469.83,453643.93,18901.83,281018,151,6.29,1789546951,2013434441,14412.73,183041.61,14
117,2014-01-18,12279825,9876172055,53575.0,2232.29,363945.63,15164.4,281192,172,7.17,1789546951,2041380193,14612.77,185582.16,14
118,2014-01-19,12284275,10159095425,48054.0,2002.25,525879.78,21911.66,281370,178,7.42,1789546951,2063658179,14772.24,187607.46,14
119,2014-01-20,12286925,10247860649,54287.0,2261.96,783346.45,32639.44,281476,171,7.13,1789546951,2079754144,14887.46,189070.74,14
120,2014-01-21,12293375,10062127438,73053.0,3043.88,620982.23,25874.26,281734,167,6.96,1789546951,2116813675,15152.74,192439.83,14
121,2014-01-22,12297900,10120483018,65701.0,2737.54,493065.31,20544.39,281915,191,7.96,1789546951,2145660564,15359.24,195062.3,14
122,2014-01-23,12302500,10013952043,64014.0,2667.25,528695.82,22028.99,282099,184,7.67,1789546951,2174473081,15565.48,197681.65,14
123,2014-01-24,12306575,9542850533,68460.0,2852.5,665933.34,27747.22,282262,192,8.0,2193847870,2201367074,15758.0,200126.59,14
124,2014-01-25,12310800,9971871108,55371.0,2307.13,534461.29,22269.22,282431,155,6.46,2193847870,2230608845,15967.32,202784.96,14
125,2014-01-26,12314450,10159421250,50266.0,2094.42,341978.74,14249.11,282577,156,6.5,2193847870,2269103687,16242.88,206284.54,14
126,2014-01-27,12318525,9869910193,59764.0,2490.17,724269.81,30177.91,282740,164,6.83,2193847870,2282857943,16341.33,207534.94,14
127,2014-01-28,12321150,9171864060,67228.0,2801.17,952942.11,39705.92,282845,180,7.5,2193847870,2297915538,16449.12,208903.83,14
128,2014-01-29,12326600,11463737877,61160.0,2548.33,473154.32,19714.76,283063,159,6.63,2193847870,2347203675,16801.94,213384.62,14
129,2014-01-30,12330675,9827547975,61045.0,2543.54,532089.41,22170.39,283226,160,6.67,2193847870,2370906513,16971.61,215539.45,14
130,2014-01-31,12333625,9908834325,43301.0,1804.21,318178.51,13257.44,283344,119,4.96,2193847870,2395200054,17145.51,217747.97,14
131,2014-02-01,12333625,11840141247,,,,,283344,0,0.0,2193847870,2395200054,17145.51,217747.97,14
132,2014-02-02,12333625,11692276500,,,,,283344,0,0.0,2193847870,2395200054,17145.51,217747.97,14
133,2014-02-03,12349425,10138877925,58005.0,2416.88,531448.8,22143.7,283976,193,8.04,2193847870,2573575386,18422.37,233964.1,14
134,2014-02-04,12353650,11394651840,64833.0,2701.38,645146.33,26881.1,284145,170,7.08,2193847870,2602991560,18632.94,236638.33,14
135,2014-02-05,12358625,9808051973,68384.0,2849.33,608764.13,25365.17,284344,173,7.21,2621404453,2641403006,18907.9,240130.32,14
136,2014-02-06,12362050,9604076645,69104.0,2879.33,912104.63,38004.36,284481,167,6.96,2621404453,2675410121,19151.33,243221.91,14
137,2014-02-07,12366075,8940672225,71798.0,2991.58,824374.83,34348.95,284642,161,6.71,2621404453,2728000820,19527.79,248002.94,14
138,2014-02-08,12370775,8834799269,64638.0,2693.25,627872.56,26161.36,284830,176,7.33,2621404453,2787646102,19954.75,253425.3,14
139,2014-02-09,12374600,8601213309,61095.0,2545.63,548378.37,22849.1,284983,158,6.58,2621404453,2831430598,20268.17,257405.76,14
140,2014-02-10,12378300,8331833730,65999.0,2749.96,597720.09,24905.0,285131,151,6.29,2621404453,2872334890,20560.97,261124.37,14
141,2014-02-11,12382475,8566196205,60923.0,2538.46,744276.92,31011.54,285298,166,6.92,2621404453,2892528130,20705.52,262960.14,14
142,2014-02-12,12386450,8063566564,64080.0,2670.0,698449.65,29102.07,285457,160,6.67,2621404453,2902244859,20775.08,263843.49,14
143,2014-02-13,12391200,7755652080,66081.0,2753.38,582647.02,24276.96,285647,182,7.58,2621404453,2937730603,21029.09,267069.5,14
144,2014-02-14,12395775,8325981756,74425.0,3101.04,779778.6,32490.78,285830,183,7.63,2621404453,2988243477,21390.68,271661.64,14
145,2014-02-15,12400425,7899083125,65668.0,2736.17,984470.8,41019.62,286016,184,7.67,2621404453,3024789763,21652.29,274984.06,14
146,2014-02-16,12405100,7753187500,57291.0,2387.13,516457.92,21519.08,286203,191,7.96,2621404453,3118115694,22320.34,283468.34,14
147,2014-02-18,12411025,7780471573,61709.0,2571.21,489613.45,20400.56,286440,147,6.13,3129573175,3162608384,22638.83,287513.17,14
148,2014-02-19,12418150,7568390535,65820.0,2742.5,473931.85,19747.16,286725,187,7.79,3129573175,3298740036,23613.3,299888.92,14
149,2014-02-20,12422650,7143396430,72389.0,3016.21,496987.16,20707.8,286905,177,7.38,3129573175,3335639978,23877.44,303243.5,14
150,2014-02-21,12426075,1563746982,59923.0,2496.79,561951.85,23414.66,287042,139,5.79,3129573175,3436707924,24600.91,312431.6,14
151,2014-02-22,12426075,7256827800,,,,,287042,0,0.0,3129573175,3436707924,24600.91,312431.6,14
152,2014-02-23,12426075,7579905750,,,,,287042,0,0.0,3129573175,3436707924,24600.91,312431.6,14
153,2014-02-24,12440050,7212118988,67749.0,2822.88,741839.35,30909.97,287601,191,7.96,3129573175,3643343521,26080.07,331216.87,14
154,2014-02-25,12443425,6719449500,64174.0,2673.92,804203.48,33508.48,287736,131,5.46,3129573175,3682258009,26358.63,334754.6,14
155,2014-02-26,12448775,7220662963,71924.0,2996.83,710389.64,29599.57,287950,179,7.46,3129573175,3740552908,26775.92,340054.19,14
156,2014-02-27,12453425,6973918000,70717.0,2946.54,630375.73,26265.66,288136,185,7.71,3129573175,3764659760,26948.48,342245.75,14
157,2014-02-28,12457975,7474785000,70916.0,2954.83,600753.56,25031.4,288318,182,7.58,3815723799,3817432590,27326.25,347043.34,14
158,2014-03-01,12461700,6790380330,66181.0,2757.54,794994.21,33124.76,288467,155,6.46,3815723799,3891012076,27852.95,353732.46,14
159,2014-03-02,12465175,6917922822,58508.0,2437.83,529964.86,22081.87,288606,144,6.0,3815723799,3889485715,27842.02,353593.7,14
160,2014-03-03,12468875,7493793875,68198.0,2841.58,867150.53,36131.27,288754,147,6.13,3815723799,3857918964,27616.06,350723.96,14
161,2014-03-04,12472450,8294179250,87739.0,3655.79,1168846.7,48701.95,288897,140,5.83,3815723799,3837655351,27471.01,348881.79,14
162,2014-03-06,12477675,9449717608,72392.0,3016.33,688295.99,28679.0,289106,156,6.5,3815723799,3920301151,28062.61,356395.13,14
163,2014-03-07,12484650,7743254592,68204.0,2841.83,2249477.96,93728.25,289385,172,7.17,3815723799,4018542564,28765.85,365326.27,14
164,2014-03-11,12500025,7812815626,75442.0,3143.42,1312278.99,54678.29,290000,151,6.29,3815723799,4170509971,29853.67,379141.65,14
165,2014-03-12,12505700,7906478711,75859.0,3160.79,1007987.06,41999.46,290227,170,7.08,3815723799,4233631394,30305.51,384880.03,14
166,2014-03-13,12509950,7857324456,76350.0,3181.25,878549.64,36606.23,290397,173,7.21,4250217920,4271355145,30575.55,388309.5,14
167,2014-03-14,12513400,7808361600,67244.0,2801.83,643217.57,26800.73,290535,135,5.63,4250217920,4291293888,30718.28,390122.13,14
168,2014-03-15,12517750,7861147000,68087.0,2836.96,548069.37,22836.22,290709,174,7.25,4250217920,4399910254,31495.78,399996.46,14
169,2014-03-16,12521750,7777258925,58904.0,2454.33,469328.69,19555.36,290869,157,6.54,4250217920,4474095417,32026.82,406740.65,14
170,2014-03-18,12529375,7830859375,60781.0,2532.54,1481372.16,61723.84,291174,144,6.0,4250217920,4574010518,32742.04,415823.94,14
171,2014-03-19,12533650,7645526500,65767.0,2740.29,1879776.77,78324.03,291345,153,6.38,4250217920,4571704463,32725.54,415614.3,14
172,2014-03-20,12537750,7127460120,71316.0,2971.5,789630.52,32901.27,291509,160,6.67,4250217920,4589632171,32853.87,417244.11,14
173,2014-03-21,12542550,7014170237,74244.0,3093.5,631662.64,26319.28,291701,186,7.75,4250217920,4672465143,33446.81,424774.47,14
174,2014-03-22,12546675,6839067076,70081.0,2920.04,488400.14,20350.01,291866,175,7.29,4250217920,4726786252,33835.65,429712.81,14
175,2014-03-23,12551800,7153270820,57658.0,2402.42,310852.88,12952.2,292071,205,8.54,4250217920,4885193814,34969.58,444113.66,14
176,2014-03-24,12556725,6879076224,64741.0,2697.54,604167.52,25173.65,292268,196,8.17,4250217920,5014971787,35898.57,455911.79,14
177,2014-03-25,12560650,7031703083,73460.0,3060.83,597239.32,24884.97,292425,153,6.38,5006860589,5034598834,36039.06,457696.09,14
178,2014-03-26,12564650,8147421646,67818.0,2825.75,500789.84,20866.24,292585,160,6.67,5006860589,5162343423,36953.49,469309.37,14
179,2014-03-27,12568575,6601078433,69076.0,2878.17,701546.66,29231.11,292742,158,6.58,5006860589,5203761737,37249.98,473074.71,14
180,2014-03-29,12575900,6118804145,60611.0,2525.46,687163.45,28631.81,293035,167,6.96,5006860589,5357808440,38352.69,487079.12,14
181,2014-03-30,12581275,5781058119,55182.0,2299.25,529971.13,22082.13,293250,158,6.58,5006860589,5537806416,39641.16,503442.76,14
182,2014-03-31,12585475,5900070680,63035.0,2626.46,738589.66,30774.57,293418,165,6.88,5006860589,5612392369,40175.07,510223.38,14
183,2014-04-01,12590025,6206882325,64243.0,2676.79,684758.36,28531.6,293600,182,7.58,5006860589,5731245038,41025.85,521028.3,14
184,2014-04-02,12594625,5692858662,67113.0,2796.38,698608.38,29108.68,293784,184,7.67,5006860589,5787910549,41431.48,526179.76,14
185,2014-04-03,12600025,5413852742,67839.0,2826.63,872662.98,36360.96,294000,210,8.75,5006860589,5946666441,42567.9,540612.29,14
186,2014-04-04,12604975,5563709915,65154.0,2714.75,621883.46,25911.81,294198,198,8.25,5006860589,6080389152,43525.12,552769.04,14
187,2014-04-05,12609250,5745795649,59249.0,2468.71,725429.9,30226.25,294369,182,7.58,6119726089,6130591082,43884.48,557332.9,14
188,2014-04-06,12612925,5764106725,47361.0,1973.38,528552.47,22023.02,294516,145,6.04,6119726089,6203148537,44403.87,563929.11,14
189,2014-04-07,12616700,5841279766,61635.0,2568.13,437364.97,18223.54,294667,146,6.08,6119726089,6250789797,44744.9,568260.18,14
190,2014-04-08,12620225,5645152845,68427.0,2851.13,512785.19,21366.05,294808,144,6.0,6119726089,6288589435,45015.48,571696.55,14
191,2014-04-09,12624150,5579849052,65345.0,2722.71,471314.64,19638.11,294965,157,6.54,6119726089,6311363348,45178.5,573766.93,14
192,2014-04-10,12628300,4975550200,68273.0,2844.71,816548.95,34022.87,295131,168,7.0,6119726089,6405748396,45854.13,582347.49,14
193,2014-04-11,12632125,5340862450,68066.0,2836.08,853059.89,35544.16,295284,151,6.29,6119726089,6506401290,46574.63,591497.86,14
194,2014-04-12,12636200,5540215528,52103.0,2170.96,466067.27,19419.47,295447,158,6.58,6119726089,6581219601,47110.2,598299.6,14
195,2014-04-13,12640975,5125915363,48762.0,2031.75,381722.08,15905.09,295638,195,8.13,6119726089,6766888569,48439.28,615178.79,14
196,2014-04-14,12644900,5707402064,51885.0,2161.88,471863.85,19660.99,295795,157,6.54,6119726089,6851052520,49041.74,622830.15,14
197,2014-04-15,12644900,6311145459,,,,,295795,0,0.0,6119726089,6851052520,49041.74,622830.15,14
198,2014-04-16,12644900,6461543900,,,,,295795,0,0.0,6119726089,6851052520,49041.74,622830.15,14
199,2014-04-17,12658575,6392580375,68350.0,2847.92,877731.31,36572.14,296342,175,7.29,6119726089,6964211896,49851.77,633117.49,14
200,2014-04-18,12662400,5938665600,56851.0,2368.79,662398.03,27599.92,296495,153,6.38,6978842650,7071527525,50619.97,642873.57,14
201,2014-04-19,12666400,6118631184,56930.0,2372.08,628743.65,26197.65,296655,160,6.67,6978842650,7173445721,51349.52,652138.96,14
202,2014-04-20,12670825,6257993759,49260.0,2052.5,396008.72,16500.36,296832,175,7.29,6978842650,7416268113,53087.72,674213.98,14
203,2014-04-21,12675125,6337182246,55134.0,2297.25,658876.78,27453.2,297004,172,7.17,6978842650,7582685361,54278.98,689343.0,14
204,2014-04-22,12679325,6127854376,73133.0,3047.21,742340.9,30930.87,297172,153,6.38,6978842650,7627241922,54597.92,693393.64,14
