,Id,Symbol,Name,Image,Current_Price,Market_Cap,Market_Cap_Rank,Fully_Diluted_Valuation,Total_Volume,High_24H,Low_24H,Price_Change_24H,Price_Change_Percentage_24H,Market_Cap_Change_24H,Market_Cap_Change_Percentage_24H,Circulating_Supply,Total_Supply,Max_Supply,Ath,Ath_Change_Percentage,Ath_Date,Atl,Atl_Change_Percentage,Atl_Date,Roi,Last_Updated,MarketID
63,nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,3.16,1772350978,63,3164912404.0,11100220,3.71,3.11,-0.53846702,-14.53988,-297637960.43289423,-14.37872,560000010.0064,1000000000.0,1000000000.0,3.83,-17.38644,2021-04-16T02:18:24.343Z,0.04515276,6909.34402,2018-09-13T00:00:00.000Z,"{'times': 30.64912404251226, 'currency': 'usd', 'percentage': 3064.912404251226}",2021-04-23T06:39:41.775Z,69
64,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic___polygon.jpg?1612939050,0.318985,1658206025,65,3189846513.0,752588035,0.419804,0.307065,-0.08537787,-21.11419,-443827323.9239321,-21.11419,5198388130.0,10000000000.0,10000000000.0,0.495416,-35.61282,2021-03-12T04:04:31.670Z,0.00314376,10046.58718,2019-05-10T00:00:00.000Z,"{'times': 120.2869396693722, 'currency': 'usd', 'percentage': 12028.69396693722}",2021-04-23T06:39:58.055Z,63
65,fei-protocol,fei,Fei Protocol,https://assets.coingecko.com/coins/images/14570/large/ZqsF51Re_400x400.png?1617082206,0.807435,1643661385,66,1648324233.0,2464027,0.914844,0.793935,-0.09177053,-10.20574,-184815055.41453147,-10.1076,2035658591.491137,2041433482.81376,2041433482.81376,0.977261,-16.9336,2021-04-04T13:33:59.514Z,0.669435,21.26281,2021-04-18T03:44:09.238Z,,2021-04-23T06:39:32.956Z,39
66,zilliqa,zil,Zilliqa,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1547036894,0.133771,1599322185,67,,455756389,0.190661,0.128567,-0.04652582,-25.80517,-550763067.2349241,-25.61587,11954171574.9045,21000000000.0,,0.253957,-47.31869,2021-04-17T06:39:37.521Z,0.00239616,5483.42508,2020-03-13T02:22:55.161Z,"{'times': 6.242825708733794, 'currency': 'eth', 'percentage': 624.2825708733794}",2021-04-23T06:41:06.961Z,105
67,sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,10.61,1587718278,68,2651915013.0,930466834,14.31,10.54,-2.43052041,-18.64156,-359006721.6784935,-18.44157,149676579.97510594,215777978.106991,250000000.0,23.38,-54.12805,2021-03-13T23:44:36.774Z,0.475381,2155.71294,2020-11-04T14:53:53.560Z,,2021-04-23T06:40:37.149Z,83
68,digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.110585,1567570489,69,,396295988,0.165948,0.106964,-0.05462448,-33.06382,-781646894.6438198,-33.27265,14243246313.7177,21000000000.0,,0.170806,-35.56584,2021-04-21T19:44:09.452Z,3.099e-05,355076.20181,2015-01-14T00:00:00.000Z,,2021-04-23T06:40:39.168Z,30
69,the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,1.23,1509420039,70,12321801886.0,445362239,1.62,1.19,-0.30553417,-19.86937,-381429868.0895171,-20.1724,1224999438.0,10000000000.0,10000000000.0,2.84,-55.89373,2021-02-12T07:28:45.775Z,0.103254,1113.78138,2020-12-17T21:28:41.332Z,,2021-04-23T06:41:01.229Z,44
70,basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.01,1507292083,74,,609212218,1.24,0.902108,-0.21315144,-17.42884,-315687415.2279668,-17.31711,1493316440.6224163,1500000000.0,,1.63,-38.12797,2021-04-09T19:03:22.356Z,0.072394,1294.26127,2017-07-16T00:00:00.000Z,"{'times': 1.9638649100364889, 'currency': 'eth', 'percentage': 196.3864910036489}",2021-04-23T06:41:37.669Z,8
71,near,near,Near,https://assets.coingecko.com/coins/images/10365/large/near_icon.png?1601359077,4.13,1476204423,72,4130422294.0,146576106,5.45,4.1,-0.76416967,-15.61253,-265898282.96207833,-15.26307,357397941.0,1000000000.0,1000000000.0,7.56,-44.6398,2021-03-13T17:49:31.011Z,0.526762,694.26278,2020-11-04T16:09:15.137Z,,2021-04-23T06:39:51.332Z,67
72,yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yfi-192x192.png?1598325330,40518.0,1462545528,73,1485624024.0,777152824,51631.0,40136.0,-6823.15987999,-14.41282,-246291578.4974034,-14.41282,36096.410289287385,36666.0,36666.0,56848.0,-27.82455,2021-04-19T01:29:11.373Z,31.65,129556.88008,2020-07-18T12:26:27.150Z,,2021-04-23T06:39:55.585Z,102
73,pirate-chain,arrr,Pirate Chain,https://assets.coingecko.com/coins/images/6905/large/Pirate_Chain.png?1560913844,8.05,1447907861,71,,38384303,9.07,6.67,0.591044,7.92909,104911459.0,7.81175,180346896.97118,200000000.0,,9.07,-11.25432,2021-04-23T03:33:47.936Z,0.00797788,100743.27675,2020-11-26T02:10:52.806Z,,2021-04-23T06:41:00.944Z,5
74,liquity-usd,lusd,Liquity USD,https://assets.coingecko.com/coins/images/14666/large/Group_3.png?1617631327,1.01,1434692865,75,,39031311,1.04,0.98451,0.00442165,0.43922,11298259.0,0.79375,1418916519.39109,1418916519.39109,,1.16,-12.70732,2021-04-05T14:47:52.665Z,0.952915,6.10943,2021-04-18T03:49:53.759Z,,2021-04-23T06:41:53.434Z,61
75,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,1.06,1410764886,76,2332306796.0,767738236,1.41,1.02,-0.29322129,-21.62324,-387841903.5843563,-21.56346,1327372145.9864838,2194440127.32015,2194440127.32015,1.58,-32.83081,2021-04-17T13:41:03.862Z,0.00923681,11406.41485,2017-10-31T00:00:00.000Z,"{'times': 52.1412720426637, 'currency': 'usd', 'percentage': 5214.12720426637}",2021-04-23T06:39:43.872Z,62
76,amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.03813168,1383097298,77,,16883913,0.054812,0.03815558,-0.01420159,-27.13683,-515114568.46786785,-27.13683,36271610691.6604,99207792297.7754,,0.063758,-39.18024,2021-04-18T21:38:52.903Z,0.00250501,1447.9927,2020-11-04T13:18:12.191Z,,2021-04-23T06:39:36.663Z,4
77,huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,49169.0,1372141396,78,1372141396.0,320229040,55457.0,48633.0,-5119.98480351,-9.4309,-144096183.8687451,-9.50354,27906.37665999,27906.37665999,27906.37665999,64731.0,-23.96067,2021-04-14T11:57:00.648Z,11209.02,339.11722,2020-10-12T03:56:16.768Z,,2021-04-23T06:41:01.597Z,47
78,siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.02809669,1331948545,79,,662631861,0.04266394,0.0269792,-0.01426441,-33.67337,-677529212.9403524,-33.71668,47571015000.0,,,0.092868,-69.8505,2018-01-06T00:00:00.000Z,1.262e-05,221741.60817,2015-12-28T00:00:00.000Z,"{'times': 1.729811050457866, 'currency': 'btc', 'percentage': 172.98110504578662}",2021-04-23T06:41:03.776Z,79
79,uma,uma,UMA,https://assets.coingecko.com/coins/images/10951/large/UMA.png?1586307916,21.73,1307345626,80,2220211874.0,132133317,27.2,21.73,-4.16117752,-16.07231,-250154363.04342845,-16.06128,60165457.983076595,102176548.869043,102176548.869043,41.56,-47.1302,2021-02-04T11:27:11.433Z,0.303625,7136.06798,2020-04-29T17:00:41.760Z,,2021-04-23T06:39:58.395Z,87
80,waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,11.9,1189596159,81,,268129614,14.32,11.57,-2.39468913,-16.75703,-241078864.9477079,-16.85071,100000000.0,100000000.0,,20.82,-42.87029,2021-04-09T14:33:17.796Z,0.130878,8989.3516,2016-08-02T00:00:00.000Z,"{'times': 62.27639142070064, 'currency': 'usd', 'percentage': 6227.639142070064}",2021-04-23T06:39:30.351Z,93
81,qtum,qtum,Qtum,https://assets.coingecko.com/coins/images/684/large/qtum.png?1547034438,11.29,1166925423,82,,1643051718,16.24,10.68,-4.42079617,-28.13507,-456807866.8471696,-28.13318,103341208.0,107822406.0,,100.22,-88.73327,2018-01-06T00:00:00.000Z,0.783142,1341.87952,2020-03-13T02:22:57.149Z,"{'times': 36.639887177203434, 'currency': 'usd', 'percentage': 3663.988717720343}",2021-04-23T06:39:59.193Z,75
82,ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,1.35,1096709708,83,,1264677158,1.97,1.32,-0.54500682,-28.76107,-442394598.59404016,-28.74364,809807991.0,1000000000.0,,10.92,-87.5986,2018-05-03T01:43:05.844Z,0.23237,482.81341,2020-03-13T02:20:48.548Z,,2021-04-23T06:40:59.589Z,73
83,ravencoin,rvn,Ravencoin,https://assets.coingecko.com/coins/images/3412/large/ravencoin.png?1548386057,0.126376,1088895863,84,,318539728,0.17757,0.119348,-0.05000058,-28.34884,-428678714.9827226,-28.24762,8616350000.0,21000000000.0,,0.285218,-55.6916,2021-02-20T11:19:07.791Z,0.00893232,1314.81156,2020-03-13T02:30:00.004Z,,2021-04-23T06:40:06.489Z,78
84,paxos-standard,pax,Paxos Standard,https://assets.coingecko.com/coins/images/6013/large/paxos_standard.png?1548386291,1.0,1073101139,85,,105255958,1.01,0.98266,0.00254524,0.25436,22084766.0,2.10128,1070501944.34,1070501944.34,,1.13,-11.10663,2018-10-15T07:09:12.459Z,0.908175,10.37833,2020-08-02T04:42:53.812Z,"{'times': 0.003179508661812, 'currency': 'usd', 'percentage': 0.3179508661812}",2021-04-23T06:41:28.845Z,74
85,zencash,zen,Horizen,https://assets.coingecko.com/coins/images/691/large/horizen.png?1555052241,96.61,1063086574,86,,242902776,120.52,93.48,-17.84421335,-15.59093,-200324904.6441952,-15.85587,11004093.75,21000000.0,,137.37,-29.67189,2021-04-17T01:30:25.642Z,3.26,2859.31196,2019-10-17T00:00:00.000Z,,2021-04-23T06:39:43.339Z,104
86,bancor,bnt,Bancor Network Token,https://assets.coingecko.com/coins/images/736/large/bancor.png?1547034477,5.85,1056073714,87,1056073714.0,221833986,7.05,5.88,-0.91508392,-13.52931,-155222033.36373603,-12.81454,180567662.18594,180567662.18594,180567662.18594,10.72,-45.41862,2018-01-09T00:00:00.000Z,0.120935,4736.16976,2020-03-13T02:29:21.245Z,,2021-04-23T06:39:30.110Z,11
87,0x,zrx,0x,https://assets.coingecko.com/coins/images/863/large/0x.png?1547034672,1.31,1025594843,88,1312261423.0,314665534,1.77,1.29,-0.33400955,-20.34509,-256307962.02497852,-19.99434,781547659.1762438,1000000000.0,1000000000.0,2.5,-47.44519,2018-01-13T00:00:00.000Z,0.120667,987.51073,2020-03-13T02:27:49.563Z,"{'times': 26.24398184532769, 'currency': 'usd', 'percentage': 2624.398184532769}",2021-04-23T06:41:48.328Z,106
88,flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/flow_logo.jpg?1608631239,26.69,1003135795,89,,116381015,33.79,25.7,-6.71573097,-20.10468,-253601470.8106414,-20.17935,37587393.33624,1352587393.33624,,42.4,-36.56627,2021-04-05T13:49:10.098Z,4.95,443.31506,2021-01-27T15:34:04.000Z,,2021-04-23T06:41:02.253Z,41
89,ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.00585187,997046977,91,,19888822,0.00698546,0.00564558,-0.00088141,-13.09033,-157862154.69816792,-13.66879,170381040119.686,750000000000.0,,0.01343572,-56.44546,2021-03-19T17:20:53.999Z,3.37e-06,173496.79398,2019-11-04T10:52:42.729Z,"{'times': 10.94279355040516, 'currency': 'btc', 'percentage': 1094.279355040516}",2021-04-23T06:39:31.154Z,72
90,swissborg,chsb,SwissBorg,https://assets.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1589794215,1.04,986508509,90,,10175889,1.2,1.04,-0.12014046,-10.38688,-116525593.40730277,-10.5641,951754603.4742761,1000000000.0,,1.55,-33.24583,2021-03-11T14:43:28.754Z,0.00502687,20519.49147,2019-07-28T00:00:00.000Z,"{'times': 9.36515615652656, 'currency': 'usd', 'percentage': 936.515615652656}",2021-04-23T06:40:20.893Z,21
91,reserve-rights-token,rsr,Reserve Rights Token,https://assets.coingecko.com/coins/images/8365/large/Reserve_Rights.png?1557737411,0.073938,972866648,93,7393837509.0,284285383,0.102322,0.073862,-0.02453974,-24.91898,-312712094.7633375,-24.32462,13157804000.0,100000000000.0,100000000000.0,0.117424,-37.03273,2021-04-16T17:45:02.062Z,0.00121354,5992.77451,2020-03-16T11:09:08.151Z,"{'times': 66.21670463133171, 'currency': 'usd', 'percentage': 6621.670463133171}",2021-04-23T06:39:23.807Z,76
92,wazirx,wrx,WazirX,https://assets.coingecko.com/coins/images/10547/large/WazirX.png?1580834330,2.23,970714830,92,,115042315,3.25,2.06,-0.77744148,-25.84109,-342652695.43216884,-26.08963,435082342.0,1000000000.0,,5.88,-61.35089,2021-04-05T06:58:37.399Z,0.04757088,4676.14267,2020-02-05T07:19:43.950Z,"{'times': 110.5553007224082, 'currency': 'usd', 'percentage': 11055.53007224082}",2021-04-23T06:39:33.213Z,95
93,icon,icx,ICON,https://assets.coingecko.com/coins/images/1060/large/icon-icx-logo.png?1547035003,1.58,945404305,94,,182845561,2.22,1.57,-0.58695474,-27.09215,-348280348.0783026,-26.92158,598524704.997095,800460000.0,,13.16,-88.0014,2018-01-09T00:00:00.000Z,0.107465,1369.82875,2020-01-03T02:14:53.139Z,"{'times': 13.359615436938164, 'currency': 'usd', 'percentage': 1335.9615436938163}",2021-04-23T06:39:38.194Z,52
94,helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,11.54,928034040,95,2612567852.0,31328121,13.87,11.31,-1.15412204,-9.09172,-87246544.39285707,-8.59334,79213862.6212332,223000000.0,223000000.0,20.86,-43.8483,2021-04-07T06:49:56.212Z,0.113248,10245.07147,2020-04-18T00:19:10.902Z,,2021-04-23T06:41:45.484Z,48
95,xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-logo.png?1589242157,0.072453,883441593,96,,13416009,0.095256,0.063784,-0.02034652,-21.92517,-252053534.09442177,-22.19768,12238141964.0,37599520715.0,,0.144432,-50.01966,2021-04-15T14:54:04.324Z,0.00039532,18160.62373,2019-07-22T00:00:00.000Z,"{'times': 3.418458074781673, 'currency': 'eth', 'percentage': 341.8458074781673}",2021-04-23T06:41:08.341Z,96
96,nano,nano,Nano,https://assets.coingecko.com/coins/images/756/large/nano-coin-logo.png?1547034501,6.45,859460760,97,,102452793,9.05,6.45,-2.33403505,-26.56828,-310637990.82653475,-26.54801,133248290.0,133248290.0,,33.69,-80.85675,2018-01-02T00:00:00.000Z,0.026179,24538.33497,2017-07-16T00:00:00.000Z,,2021-04-23T06:41:20.852Z,66
97,kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,10.58,838933367,98,,80525766,13.39,9.52,-2.48520441,-19.01975,-203948107.09794843,-19.55621,79284989.0,169284989.0,,20.17,-47.53296,2018-01-10T00:00:00.000Z,0.342863,2986.14109,2019-02-07T00:00:00.000Z,,2021-04-23T06:40:21.560Z,54
98,husd,husd,HUSD,https://assets.coingecko.com/coins/images/9567/large/HUSD.jpg?1568889385,1.0,829190641,100,,1144958673,1.03,0.988361,0.00412682,0.41307,-10683008.12910771,-1.27198,826553666.7773,826553666.7773,,1.25,-20.12307,2020-03-13T02:40:09.956Z,0.909648,10.1862,2020-03-12T11:05:14.274Z,,2021-04-23T06:39:28.782Z,51
99,omisego,omg,OMG Network,https://assets.coingecko.com/coins/images/776/large/OMG_Network.jpg?1591167168,5.9,827334772,99,827334772.0,664352553,8.13,5.9,-1.81652988,-23.54322,-254669136.64049292,-23.5368,140245398.245133,140245398.245133,140245398.245133,25.62,-76.97489,2018-01-13T00:00:00.000Z,0.350917,1581.07892,2020-03-13T02:30:10.072Z,,2021-04-23T06:39:11.595Z,71
